trade_date,commid,open_price,high_price,low_price,close_price,clear_price,vol,hold
2015-11-30,CF1607,11600,11610,11590,11605,11605,12,662
2015-11-30,CF1609,11625,11700,11625,11670,11670,7710,67712
2015-11-30,CF1611,11710,11720,11700,11705,11705,24,194
2015-12-1,CF1601,12165,12240,12060,12120,12135,49260,142910
2015-12-1,CF1603,11775,12160,11765,11910,11960,242,382
2015-12-1,CF1605,11660,11855,11435,11690,11630,524312,344888
2015-12-1,CF1607,11555,11660,11400,11650,11520,20,662
2015-12-1,CF1609,11630,11860,11445,11660,11630,24224,63360
2015-12-1,CF1611,11640,11810,11540,11715,11680,70,204
2015-12-2,CF1601,12120,12165,12105,12145,12140,7120,143590
2015-12-2,CF1603,11955,11955,11750,11905,11840,144,382
2015-12-2,CF1605,11665,11740,11665,11710,11715,108558,343478
2015-12-2,CF1607,11650,11650,11610,11610,11635,6,662
2015-12-2,CF1609,11645,11725,11645,11690,11700,5904,64618
2015-12-2,CF1611,11725,11760,11725,11740,11740,6,204
2015-12-3,CF1601,12105,12140,12080,12090,12105,10248,141334
2015-12-3,CF1603,11870,11870,11870,11870,11870,2,382
2015-12-3,CF1605,11685,11700,11550,11555,11630,147996,353138
2015-12-3,CF1607,11545,11545,11520,11520,11535,8,662
2015-12-3,CF1609,11660,11675,11545,11550,11610,9950,67318
2015-12-3,CF1611,11665,11680,11640,11640,11655,34,230
2015-12-4,CF1601,12065,12120,12065,12105,12100,6144,140286
2015-12-4,CF1603,11770,11965,11770,11965,11920,204,382
2015-12-4,CF1605,11535,11605,11515,11560,11570,102542,367706
2015-12-4,CF1607,0,0,0,0,11505,0,662
2015-12-4,CF1609,11560,11590,11500,11550,11560,8722,70310
2015-12-4,CF1611,11630,11655,11610,11620,11625,20,242
2015-12-7,CF1601,12115,12145,12090,12130,12120,6914,137526
2015-12-7,CF1603,11870,11960,11865,11960,11930,134,376
2015-12-7,CF1605,11580,11635,11550,11635,11605,88130,364146
2015-12-7,CF1607,11555,11575,11535,11560,11555,18,662
2015-12-7,CF1609,11560,11640,11555,11625,11615,9862,72858
2015-12-7,CF1611,11620,11705,11620,11705,11675,10,242
2015-12-8,CF1601,12125,12145,12080,12095,12105,8970,137316
2015-12-8,CF1603,11820,11935,11820,11865,11895,292,416
2015-12-8,CF1605,11630,11630,11420,11440,11505,163726,388320
2015-12-8,CF1607,11515,11515,11380,11380,11440,48,674
2015-12-8,CF1609,11620,11625,11445,11450,11520,11654,76610
2015-12-8,CF1611,11600,11600,11550,11550,11580,32,268
2015-12-9,CF1601,12080,12120,12060,12115,12095,6802,135842
2015-12-9,CF1603,11845,11845,11805,11845,11825,30,420
2015-12-9,CF1605,11420,11495,11400,11465,11460,88370,388080
2015-12-9,CF1607,11395,11420,11390,11390,11400,26,670
2015-12-9,CF1609,11450,11495,11420,11480,11465,8150,78160
2015-12-9,CF1611,11545,11545,11530,11530,11540,4,268
2015-12-10,CF1601,12120,12120,11755,11790,11905,57096,126436
2015-12-10,CF1603,11845,11845,11625,11625,11765,18,422
2015-12-10,CF1605,11485,11485,11280,11295,11380,214152,402226
2015-12-10,CF1607,11390,11400,11300,11300,11355,68,684
2015-12-10,CF1609,11500,11500,11355,11370,11420,32788,93248
2015-12-10,CF1611,11510,11510,11405,11405,11435,84,304
2015-12-11,CF1601,11790,12040,11780,12040,11925,30398,118328
2015-12-11,CF1603,11640,11835,11555,11835,11675,314,428
2015-12-11,CF1605,11285,11435,11280,11430,11355,134472,384244
2015-12-11,CF1607,11275,11370,11275,11370,11320,70,668
2015-12-11,CF1609,11375,11455,11325,11450,11385,19016,96336
2015-12-11,CF1611,11430,11490,11425,11490,11455,30,300
2015-12-14,CF1601,12020,12130,11975,12125,12055,24498,114040
2015-12-14,CF1603,11790,11835,11775,11800,11795,54,448
2015-12-14,CF1605,11410,11465,11325,11440,11395,124044,371992
2015-12-14,CF1607,11375,11375,11310,11365,11350,20,668
2015-12-14,CF1609,11430,11475,11350,11445,11420,16608,100698
2015-12-14,CF1611,11500,11505,11425,11505,11465,26,296
2015-12-15,CF1601,12120,12125,12025,12025,12080,9846,109678
2015-12-15,CF1603,11800,11800,11755,11775,11780,158,462
2015-12-15,CF1605,11405,11445,11365,11400,11405,88234,372522
2015-12-15,CF1607,11325,11385,11325,11340,11355,14,666
2015-12-15,CF1609,11400,11450,11390,11410,11415,9360,101456
2015-12-15,CF1611,11440,11455,11440,11455,11450,4,298
2015-12-16,CF1601,12040,12110,12030,12110,12090,6102,106622
2015-12-16,CF1603,11770,11830,11665,11795,11785,144,470
2015-12-16,CF1605,11390,11480,11380,11450,11445,89494,356364
2015-12-16,CF1607,11350,11350,11350,11350,11350,4,662
2015-12-16,CF1609,11415,11480,11400,11450,11450,10074,101916
2015-12-16,CF1611,11480,11500,11480,11500,11490,4,300
2015-12-17,CF1601,12075,12130,12015,12125,12110,8962,103006
2015-12-17,CF1603,11770,11780,11760,11760,11775,16,470
2015-12-17,CF1605,11445,11450,11350,11365,11405,134604,361540
2015-12-17,CF1607,11355,11365,11295,11305,11330,34,664
2015-12-17,CF1609,11440,11445,11325,11340,11390,28130,112132
2015-12-17,CF1611,11445,11490,11395,11400,11430,44,336
2015-12-18,CF1601,12115,12135,12065,12100,12110,3636,100610
2015-12-18,CF1603,11760,11760,11445,11445,11465,120,574
2015-12-18,CF1605,11345,11430,11340,11390,11390,94966,350574
2015-12-18,CF1607,11310,11325,11310,11325,11320,6,662
2015-12-18,CF1609,11345,11365,11300,11345,11335,21290,116234
2015-12-18,CF1611,11385,11395,11365,11395,11375,32,364
2015-12-21,CF1601,12085,12170,12085,12160,12150,7670,96378
2015-12-21,CF1603,11745,11835,11735,11805,11800,14,582
2015-12-21,CF1605,11390,11540,11355,11530,11475,186624,339548
2015-12-21,CF1607,11330,11445,11300,11445,11395,44,662
2015-12-21,CF1609,11355,11490,11325,11485,11430,36806,116818
2015-12-21,CF1611,11490,11510,11435,11490,11465,32,372
2015-12-22,CF1601,12150,12170,12050,12085,12095,5108,92964
2015-12-22,CF1603,11725,11815,11710,11730,11770,204,580
2015-12-22,CF1605,11510,11530,11465,11495,11500,103392,347872
2015-12-22,CF1607,11440,11450,11400,11400,11425,88,662
2015-12-22,CF1609,11480,11485,11410,11450,11450,28142,122160
2015-12-22,CF1611,11500,11500,11470,11500,11490,30,394
2015-12-23,CF1601,12085,12090,12030,12050,12055,6360,87296
2015-12-23,CF1603,11700,11725,11700,11700,11715,102,580
2015-12-23,CF1605,11490,11520,11375,11385,11425,153660,370168
2015-12-23,CF1607,11370,11380,11340,11340,11360,40,672
2015-12-23,CF1609,11450,11480,11320,11330,11375,42178,130374
2015-12-23,CF1611,11500,11500,11380,11390,11440,92,470
2015-12-24,CF1601,12015,12045,11985,11995,12025,5436,83732
2015-12-24,CF1603,0,0,0,0,11715,0,580
2015-12-24,CF1605,11380,11420,11350,11395,11390,131130,378786
2015-12-24,CF1607,11315,11345,11315,11345,11330,44,664
2015-12-24,CF1609,11340,11350,11260,11290,11305,45674,146730
2015-12-24,CF1611,11385,11400,11340,11340,11370,94,496
2015-12-25,CF1601,12010,12050,11975,12020,12005,3760,81982
2015-12-25,CF1603,0,0,0,0,11715,0,580
2015-12-25,CF1605,11420,11495,11385,11480,11445,149984,366964
2015-12-25,CF1607,11350,11380,11330,11365,11355,30,664
2015-12-25,CF1609,11305,11365,11225,11355,11300,58474,164572
2015-12-25,CF1611,11330,11420,11330,11420,11390,36,514
2015-12-28,CF1601,12045,12045,11965,11980,11985,7092,79456
2015-12-28,CF1603,0,0,0,0,11715,0,580
2015-12-28,CF1605,11470,11510,11430,11455,11470,113312,361054
2015-12-28,CF1607,11350,11350,11340,11340,11345,6,662
2015-12-28,CF1609,11355,11360,11290,11305,11325,33318,169048
2015-12-28,CF1611,11390,11400,11360,11360,11380,14,520
2015-12-29,CF1601,11965,12000,11955,11985,11975,4714,75690
2015-12-29,CF1603,11665,11665,11655,11655,11660,16,592
2015-12-29,CF1605,11445,11520,11415,11470,11480,198612,334504
2015-12-29,CF1607,11350,11355,11315,11315,11350,22,662
2015-12-29,CF1609,11295,11360,11270,11320,11325,51042,179670
2015-12-29,CF1611,11360,11400,11350,11365,11370,72,538
2015-12-30,CF1601,11975,11990,11950,11980,11970,7902,69900
2015-12-30,CF1603,11605,11635,11605,11635,11630,18,592
2015-12-30,CF1605,11470,11500,11385,11425,11455,194014,343004
2015-12-30,CF1607,11325,11325,11325,11325,11325,2,662
2015-12-30,CF1609,11305,11330,11280,11310,11305,45528,192214
2015-12-30,CF1611,11345,11400,11345,11360,11385,66,588
2015-12-31,CF1601,11970,11970,11800,11870,11905,13826,59140
2015-12-31,CF1603,11605,11690,11605,11630,11620,142,700
2015-12-31,CF1605,11420,11430,11365,11400,11400,129076,330376
2015-12-31,CF1607,11340,11340,11320,11325,11330,8,662
2015-12-31,CF1609,11305,11340,11280,11295,11305,45870,209908
2015-12-31,CF1611,11380,11380,11355,11360,11370,38,602
2016-1-4,CF1601,11850,11890,11805,11805,11845,11792,47872
2016-1-4,CF1603,11475,11500,11475,11500,11500,132,822
2016-1-4,CF1605,11410,11445,11125,11280,11305,177808,349584
2016-1-4,CF1607,11250,11340,11190,11205,11225,44,668
2016-1-4,CF1609,11305,11335,11055,11185,11225,44848,216772
2016-1-4,CF1611,11310,11390,11245,11245,11285,116,626
2016-1-5,CF1601,11850,11850,11760,11810,11785,3334,45092
2016-1-5,CF1603,11500,11600,11500,11530,11530,20,816
2016-1-5,CF1605,11275,11295,11180,11200,11235,146416,381290
2016-1-5,CF1607,10775,11195,10775,11140,11155,60,676
2016-1-5,CF1609,11190,11205,11105,11125,11140,36206,221592
2016-1-5,CF1611,11235,11250,11175,11195,11200,160,708
2016-1-6,CF1601,11790,11810,11775,11805,11795,4480,41922
2016-1-6,CF1603,11545,11575,11540,11575,11545,22,836
2016-1-6,CF1605,11200,11350,11185,11320,11275,219414,374816
2016-1-6,CF1607,11150,11200,11150,11170,11170,24,662
2016-1-6,CF1609,11120,11185,11105,11135,11145,81078,219240
2016-1-6,CF1611,11190,11235,11180,11195,11200,98,742
2016-1-7,CF1601,11795,11820,11770,11815,11800,5902,36380
2016-1-7,CF1603,11550,11550,11550,11550,11550,22,830
2016-1-7,CF1605,11305,11360,11270,11335,11315,143916,357034
2016-1-7,CF1607,11175,11175,11080,11115,11120,174,666
2016-1-7,CF1609,11120,11145,11000,11070,11075,91212,233774
2016-1-7,CF1611,11190,11190,11070,11110,11115,226,802
2016-1-8,CF1601,11825,11875,11810,11850,11850,2526,34238
2016-1-8,CF1603,11535,11630,11480,11630,11525,230,880
2016-1-8,CF1605,11310,11385,11280,11315,11330,118988,348586
2016-1-8,CF1607,11065,11160,11055,11130,11125,60,662
2016-1-8,CF1609,11065,11125,10990,11090,11065,58034,233868
2016-1-8,CF1611,11105,11165,11075,11135,11120,88,830
2016-1-11,CF1601,11850,11905,11845,11890,11875,4126,30446
2016-1-11,CF1603,11710,11710,11600,11600,11620,226,828
2016-1-11,CF1605,11315,11345,11255,11280,11300,95608,343560
2016-1-11,CF1607,11150,11170,11130,11135,11150,26,662
2016-1-11,CF1609,11090,11130,11070,11120,11110,46420,240952
2016-1-11,CF1611,11175,11180,11160,11170,11170,36,824
2016-1-12,CF1601,11880,11900,11855,11890,11875,5696,26200
2016-1-12,CF1603,11510,11575,11510,11540,11550,184,872
2016-1-12,CF1605,11295,11315,11230,11280,11270,77734,341262
2016-1-12,CF1607,0,0,0,0,11135,0,662
2016-1-12,CF1609,11120,11140,11080,11100,11110,33006,245318
2016-1-12,CF1611,11170,11170,11125,11140,11150,156,830
2016-1-13,CF1601,11885,11945,11885,11935,11920,4162,22704
2016-1-13,CF1603,11670,11670,11490,11540,11560,144,856
2016-1-13,CF1605,11280,11350,11275,11310,11315,101350,340192
2016-1-13,CF1607,11140,11170,11115,11115,11135,20,662
2016-1-13,CF1609,11120,11170,11105,11120,11135,26422,245718
2016-1-13,CF1611,11155,11175,11125,11135,11145,44,848
2016-1-14,CF1601,11950,12010,11800,11840,11975,4046,18846
2016-1-14,CF1603,11625,11625,11520,11520,11535,20,870
2016-1-14,CF1605,11305,11340,11290,11305,11320,65470,341838
2016-1-14,CF1607,11140,11140,11140,11140,11140,2,662
2016-1-14,CF1609,11115,11140,11105,11130,11130,25244,249120
2016-1-14,CF1611,11160,11160,11135,11145,11155,48,856
2016-1-15,CF1601,11850,11975,11500,11900,11895,2090,0
2016-1-15,CF1603,11510,11650,11500,11500,11565,54,862
2016-1-15,CF1605,11295,11305,11190,11215,11245,156428,362242
2016-1-15,CF1607,11110,11110,11040,11040,11080,42,664
2016-1-15,CF1609,11110,11115,11000,11040,11050,61792,270764
2016-1-15,CF1611,11125,11145,11035,11045,11095,262,894
2016-1-18,CF1603,11395,11675,11360,11455,11460,32,868
2016-1-18,CF1605,11205,11245,11165,11200,11205,115348,362300
2016-1-18,CF1607,11035,11035,10950,11015,10995,62,692
2016-1-18,CF1609,11000,11025,10900,10945,10970,80910,294932
2016-1-18,CF1611,11015,11035,10910,10915,10975,196,856
2016-1-18,CF1701,11020,11020,10800,10815,10880,10038,8352
2016-1-19,CF1603,11460,11670,11460,11510,11515,48,880
2016-1-19,CF1605,11205,11285,11200,11270,11245,103898,374574
2016-1-19,CF1607,10980,11030,10980,11030,11015,18,702
2016-1-19,CF1609,10940,10985,10915,10965,10945,56416,307052
2016-1-19,CF1611,10930,10930,10850,10910,10900,142,814
2016-1-19,CF1701,10820,10830,10750,10765,10785,14468,19728
2016-1-20,CF1603,11330,11590,11330,11570,11535,42,876
2016-1-20,CF1605,11280,11415,11270,11375,11365,248062,364744
2016-1-20,CF1607,11030,11130,11030,11100,11095,144,716
2016-1-20,CF1609,10980,11110,10965,11060,11045,93024,300280
2016-1-20,CF1611,10915,11035,10915,10970,10970,98,758
2016-1-20,CF1701,10780,10905,10765,10860,10845,30832,33500
2016-1-21,CF1603,0,0,0,0,11550,0,876
2016-1-21,CF1605,11355,11395,11345,11380,11375,80958,361344
2016-1-21,CF1607,11070,11070,11045,11045,11060,36,714
2016-1-21,CF1609,11070,11070,10950,10970,10990,59102,308316
2016-1-21,CF1611,10945,10965,10920,10920,10950,20,760
2016-1-21,CF1701,10835,10835,10765,10775,10795,13168,42208
2016-1-22,CF1603,11615,11620,11585,11590,11610,14,878
2016-1-22,CF1605,11380,11445,11330,11420,11400,112738,363104
2016-1-22,CF1607,11045,11100,11040,11075,11075,38,718
2016-1-22,CF1609,10970,11040,10950,11000,11005,37394,310378
2016-1-22,CF1611,10995,11000,10955,10980,10985,20,754
2016-1-22,CF1701,10780,10835,10775,10820,10810,3740,43076
2016-1-25,CF1603,11625,11680,11610,11610,11655,64,878
2016-1-25,CF1605,11425,11480,11380,11415,11415,55476,360148
2016-1-25,CF1607,11090,11095,11080,11085,11090,22,720
2016-1-25,CF1609,11025,11045,11015,11030,11030,24708,309644
2016-1-25,CF1611,10965,11010,10965,10970,10975,14,756
2016-1-25,CF1701,10840,10860,10830,10840,10840,2912,43230
2016-1-26,CF1603,11640,11640,11625,11625,11640,52,878
2016-1-26,CF1605,11395,11445,11395,11420,11420,58822,357272
2016-1-26,CF1607,11080,11085,11040,11040,11065,28,720
2016-1-26,CF1609,11005,11040,10960,10980,10995,40492,314916
2016-1-26,CF1611,10950,10950,10940,10940,10945,6,762
2016-1-26,CF1701,10820,10845,10790,10805,10810,3470,43104
2016-1-27,CF1603,11630,11650,11625,11625,11645,46,874
2016-1-27,CF1605,11425,11470,11400,11450,11435,57896,356152
2016-1-27,CF1607,11080,11095,11065,11095,11075,28,720
2016-1-27,CF1609,10995,11020,10985,11020,11005,27658,316400
2016-1-27,CF1611,10965,10990,10965,10990,10975,18,766
2016-1-27,CF1701,10815,10845,10815,10840,10825,2232,43352
2016-1-28,CF1603,11635,11635,11550,11550,11590,12,870
2016-1-28,CF1605,11445,11475,11395,11405,11425,48442,353346
2016-1-28,CF1607,11100,11105,11060,11060,11085,38,720
2016-1-28,CF1609,11010,11040,10965,10975,11005,39832,312860
2016-1-28,CF1611,10985,11000,10950,10950,10970,22,772
2016-1-28,CF1701,10830,10855,10790,10800,10820,3546,43688
2016-1-29,CF1603,0,0,0,0,11590,0,870
2016-1-29,CF1605,11400,11440,11355,11375,11390,69040,350866
2016-1-29,CF1607,11045,11045,11030,11035,11040,16,720
2016-1-29,CF1609,10970,10995,10905,10935,10950,51302,320516
2016-1-29,CF1611,10910,10950,10910,10915,10935,20,784
2016-1-29,CF1701,10805,10815,10760,10775,10780,4358,43780
2016-2-1,CF1603,11515,11575,11515,11530,11525,28,876
2016-2-1,CF1605,11385,11395,11360,11375,11380,44622,337128
2016-2-1,CF1607,11030,11035,11010,11010,11020,14,730
2016-2-1,CF1609,10935,10945,10835,10840,10885,48624,330276
2016-2-1,CF1611,10860,10890,10790,10800,10845,48,778
2016-2-1,CF1701,10780,10785,10695,10695,10725,8406,47272
2016-2-2,CF1603,11530,11550,11530,11550,11535,14,888
2016-2-2,CF1605,11385,11505,11340,11470,11435,103664,326994
2016-2-2,CF1607,11005,11075,11000,11045,11055,60,716
2016-2-2,CF1609,10830,10900,10820,10870,10865,40470,331712
2016-2-2,CF1611,10825,10840,10825,10840,10835,8,782
2016-2-2,CF1701,10705,10730,10685,10700,10705,5456,47140
2016-2-3,CF1603,11380,11530,11380,11500,11515,58,890
2016-2-3,CF1605,11480,11480,11435,11460,11465,82034,316690
2016-2-3,CF1607,11040,11050,11010,11010,11025,54,722
2016-2-3,CF1609,10880,10880,10680,10715,10765,114332,333232
2016-2-3,CF1611,10765,10765,10680,10685,10730,20,790
2016-2-3,CF1701,10700,10700,10485,10550,10585,28754,62964
2016-2-4,CF1603,11475,11550,11475,11480,11500,176,930
2016-2-4,CF1605,11460,11480,11390,11410,11430,67126,293672
2016-2-4,CF1607,11000,11010,10930,10935,10970,62,726
2016-2-4,CF1609,10710,10755,10570,10590,10665,94706,344708
2016-2-4,CF1611,10660,10680,10540,10540,10600,60,746
2016-2-4,CF1701,10565,10590,10415,10420,10505,14072,66106
2016-2-5,CF1603,11495,11510,11470,11475,11490,236,934
2016-2-5,CF1605,11385,11445,11220,11265,11320,103950,270872
2016-2-5,CF1607,10900,10900,10725,10750,10815,90,732
2016-2-5,CF1609,10535,10680,10535,10565,10610,97084,351604
2016-2-5,CF1611,10595,10620,10470,10530,10550,82,762
2016-2-5,CF1701,10405,10495,10370,10375,10430,12230,68550
2016-2-15,CF1603,11450,11470,11140,11450,11430,224,880
2016-2-15,CF1605,11220,11225,11085,11150,11155,52392,255780
2016-2-15,CF1607,10660,10660,10590,10605,10620,40,738
2016-2-15,CF1609,10485,10495,10370,10390,10420,94426,373682
2016-2-15,CF1611,10165,10485,10165,10365,10380,40,776
2016-2-15,CF1701,10300,10300,10180,10195,10230,15126,75662
2016-2-16,CF1603,11435,11460,11435,11455,11450,26,880
2016-2-16,CF1605,11175,11280,11130,11225,11235,41642,255000
2016-2-16,CF1607,10670,10710,10650,10680,10690,58,762
2016-2-16,CF1609,10390,10500,10385,10485,10450,119874,405726
2016-2-16,CF1611,10430,10455,10400,10425,10425,58,800
2016-2-16,CF1701,10205,10270,10165,10230,10215,29068,89216
2016-2-17,CF1603,11425,11450,11420,11440,11435,52,922
2016-2-17,CF1605,11240,11320,11205,11225,11255,27236,253696
2016-2-17,CF1607,10715,10755,10695,10715,10720,66,780
2016-2-17,CF1609,10495,10570,10470,10530,10525,111692,410010
2016-2-17,CF1611,10455,10505,10420,10475,10465,78,776
2016-2-17,CF1701,10230,10240,10125,10195,10185,34824,108174
2016-2-18,CF1603,11445,11445,11440,11440,11445,58,952
2016-2-18,CF1605,11235,11275,11215,11240,11245,19132,251604
2016-2-18,CF1607,10730,10780,10730,10750,10760,24,784
2016-2-18,CF1609,10530,10595,10505,10565,10555,79068,410622
2016-2-18,CF1611,10480,10520,10480,10520,10510,40,764
2016-2-18,CF1701,10205,10245,10175,10230,10215,22012,109394
2016-2-19,CF1603,11445,11455,11420,11440,11435,174,886
2016-2-19,CF1605,11245,11270,11200,11225,11225,25282,249948
2016-2-19,CF1607,10730,10760,10650,10655,10735,66,808
2016-2-19,CF1609,10560,10575,10440,10460,10510,153268,449436
2016-2-19,CF1611,10480,10515,10425,10430,10455,120,840
2016-2-19,CF1701,10230,10235,10140,10165,10185,40744,121210
2016-2-22,CF1603,11420,11480,11415,11475,11440,184,1006
2016-2-22,CF1605,11225,11260,11125,11175,11185,55930,242798
2016-2-22,CF1607,10705,10755,10675,10700,10725,44,814
2016-2-22,CF1609,10440,10565,10440,10505,10510,141444,447798
2016-2-22,CF1611,10460,10520,10435,10480,10490,58,842
2016-2-22,CF1701,10165,10255,10150,10200,10215,32106,128858
2016-2-23,CF1603,11470,11470,11410,11420,11430,244,1218
2016-2-23,CF1605,11180,11195,11010,11025,11095,48452,248036
2016-2-23,CF1607,10700,10710,10620,10640,10650,46,816
2016-2-23,CF1609,10510,10550,10455,10485,10500,144190,470888
2016-2-23,CF1611,10430,10430,10430,10430,10430,2,840
2016-2-23,CF1701,10200,10215,10145,10170,10180,32736,134434
2016-2-24,CF1603,11320,11370,11210,11210,11300,68,1278
2016-2-24,CF1605,11035,11080,10845,10860,10945,71078,240658
2016-2-24,CF1607,10630,10630,10460,10465,10510,76,816
2016-2-24,CF1609,10480,10500,10290,10325,10375,235958,500696
2016-2-24,CF1611,10400,10400,10275,10325,10345,26,848
2016-2-24,CF1701,10180,10190,10010,10025,10085,46230,144332
2016-2-25,CF1603,11070,11285,10855,10990,11015,84,1268
2016-2-25,CF1605,10875,10880,10575,10710,10690,121646,209148
2016-2-25,CF1607,10445,10470,10210,10305,10310,96,816
2016-2-25,CF1609,10330,10330,10035,10160,10175,413552,508328
2016-2-25,CF1611,10250,10285,10085,10170,10160,760,802
2016-2-25,CF1701,10030,10030,9895,9950,9955,94268,164454
2016-2-26,CF1603,10930,11250,10765,11010,11025,70,1262
2016-2-26,CF1605,10710,10770,10650,10670,10700,50518,202290
2016-2-26,CF1607,10280,10285,10225,10230,10245,30,802
2016-2-26,CF1609,10155,10205,10065,10080,10120,201882,519344
2016-2-26,CF1611,10165,10165,10095,10100,10140,14,804
2016-2-26,CF1701,9960,9990,9870,9880,9910,42336,172796
2016-2-29,CF1603,10925,11025,10800,10800,10875,16,1258
2016-2-29,CF1605,10685,10740,10655,10685,10700,50098,187874
2016-2-29,CF1607,10335,10335,10160,10160,10195,30,804
2016-2-29,CF1609,10075,10145,9975,9990,10040,268786,520152
2016-2-29,CF1611,10135,10140,9990,9990,10055,126,782
2016-2-29,CF1701,9890,9890,9705,9740,9790,67556,194956
2016-3-1,CF1603,0,0,0,0,10875,0,1258
2016-3-1,CF1605,10700,10825,10620,10695,10700,65440,165858
2016-3-1,CF1607,10055,10195,10055,10170,10140,38,810
2016-3-1,CF1609,10000,10105,9890,10045,9995,363740,533692
2016-3-1,CF1611,9940,10070,9885,10040,9995,158,818
2016-3-1,CF1701,9745,9820,9645,9770,9735,79006,203432
2016-3-2,CF1603,11000,11000,10605,10680,10655,84,1296
2016-3-2,CF1605,10690,10765,10665,10700,10720,27862,155374
2016-3-2,CF1607,10205,10215,10130,10205,10195,54,808
2016-3-2,CF1609,10060,10110,10000,10045,10060,231974,550068
2016-3-2,CF1611,10085,10085,10025,10055,10055,22,810
2016-3-2,CF1701,9785,9855,9750,9785,9800,61170,213242
2016-3-3,CF1603,10650,10700,10650,10700,10685,24,1320
2016-3-3,CF1605,10725,10790,10655,10755,10735,22398,153554
2016-3-3,CF1607,10165,10305,10150,10265,10255,44,812
2016-3-3,CF1609,10055,10215,10000,10155,10125,342894,570634
2016-3-3,CF1611,10060,10190,9975,10140,10090,282,824
2016-3-3,CF1701,9800,9925,9770,9890,9860,70314,218032
2016-3-4,CF1603,10745,10750,10700,10750,10725,66,1362
2016-3-4,CF1605,10755,10840,10740,10795,10795,17474,148176
2016-3-4,CF1607,10280,10375,10280,10335,10325,32,812
2016-3-4,CF1609,10165,10255,10115,10235,10200,259056,598306
2016-3-4,CF1611,10160,10245,10135,10220,10170,136,814
2016-3-4,CF1701,9890,10025,9865,10005,9970,91194,236814
2016-3-7,CF1603,10405,11000,10400,10850,10660,1310,1490
2016-3-7,CF1605,10795,11180,10790,10925,10945,92470,117290
2016-3-7,CF1607,10350,10590,10350,10530,10510,206,790
2016-3-7,CF1609,10240,10610,10220,10540,10465,687610,613946
2016-3-7,CF1611,10270,10560,10235,10560,10405,266,734
2016-3-7,CF1701,10005,10370,9990,10340,10260,230670,262572
2016-3-8,CF1603,10735,10735,10730,10730,10730,14,1504
2016-3-8,CF1605,10915,10960,10710,10775,10835,36200,106490
2016-3-8,CF1607,10585,10625,10380,10425,10555,216,794
2016-3-8,CF1609,10550,10640,10275,10410,10470,514552,583054
2016-3-8,CF1611,10625,10625,10285,10355,10425,416,860
2016-3-8,CF1701,10355,10465,10145,10275,10315,179974,282738
2016-3-9,CF1603,0,0,0,0,10790,0,1504
2016-3-9,CF1605,10745,10830,10715,10785,10760,15344,101252
2016-3-9,CF1607,10395,10440,10330,10360,10390,66,792
2016-3-9,CF1609,10400,10455,10235,10290,10330,330476,600736
2016-3-9,CF1611,10325,10365,10245,10245,10305,112,854
2016-3-9,CF1701,10285,10310,10095,10120,10170,126440,281546
2016-3-10,CF1603,11200,11200,10915,10915,11105,40,1488
2016-3-10,CF1605,10800,10855,10735,10765,10790,17502,94980
2016-3-10,CF1607,10345,10395,10300,10305,10330,70,802
2016-3-10,CF1609,10300,10390,10165,10180,10300,296882,595484
2016-3-10,CF1611,10345,10380,10245,10245,10325,46,864
2016-3-10,CF1701,10130,10180,9980,9985,10095,118720,280250
2016-3-11,CF1603,10700,10800,10700,10800,10750,48,1432
2016-3-11,CF1605,10755,10760,10560,10715,10660,17952,94506
2016-3-11,CF1607,0,0,0,0,10275,0,802
2016-3-11,CF1609,10180,10180,10040,10110,10110,336550,606728
2016-3-11,CF1611,10140,10150,10065,10095,10120,150,896
2016-3-11,CF1701,9990,9990,9855,9915,9920,96672,282160
2016-3-14,CF1603,10950,10950,10705,10705,10830,16,0
2016-3-14,CF1605,10715,10795,10680,10715,10740,12938,90444
2016-3-14,CF1607,10220,10365,10220,10260,10285,278,812
2016-3-14,CF1609,10140,10245,10100,10115,10175,300680,632046
2016-3-14,CF1611,10140,10225,10100,10125,10155,112,902
2016-3-14,CF1701,9940,10060,9940,9965,10010,96684,291544
2016-3-15,CF1605,10740,10790,10685,10700,10730,6774,88776
2016-3-15,CF1607,10310,10310,10290,10310,10305,8,814
2016-3-15,CF1609,10095,10215,10080,10100,10150,278398,628544
2016-3-15,CF1611,10100,10190,10070,10105,10130,76,878
2016-3-15,CF1701,9965,10050,9940,9975,10000,82800,295906
2016-3-15,CF1703,9630,10070,9630,10020,9975,20,12
2016-3-16,CF1605,10700,10740,10670,10715,10705,10160,83176
2016-3-16,CF1607,10260,10280,10215,10275,10255,12,816
2016-3-16,CF1609,10100,10155,10060,10110,10110,237762,634774
2016-3-16,CF1611,10105,10120,10060,10080,10095,26,882
2016-3-16,CF1701,9990,10020,9950,9995,9990,53894,301516
2016-3-16,CF1703,9975,10030,9975,10010,10000,36,36
2016-3-17,CF1605,10705,10830,10700,10800,10775,15110,76278
2016-3-17,CF1607,10295,10370,10270,10370,10310,188,816
2016-3-17,CF1609,10100,10245,10090,10185,10170,243394,607794
2016-3-17,CF1611,10030,10195,10030,10180,10145,46,888
2016-3-17,CF1701,9975,10090,9975,10070,10045,72002,307362
2016-3-17,CF1703,10035,10115,10035,10115,10075,28,50
2016-3-18,CF1605,10815,10990,10800,10940,10915,23980,66720
2016-3-18,CF1607,10390,10670,10360,10565,10565,832,508
