trade_date,commid,open_price,high_price,low_price,close_price,clear_price,vol,hold
2018-8-8,CF1809,16370,16420,16220,16305,16310,31726,130564
2018-8-8,CF1811,16835,16890,16725,16820,16800,1030,3116
2018-8-8,CF1901,17250,17365,17155,17245,17250,427454,533152
2018-8-8,CF1903,17620,17690,17570,17625,17620,98,142
2018-8-8,CF1905,18040,18195,17910,18055,18060,145486,245202
2018-8-8,CF1907,18230,18390,18230,18270,18270,104,1752
2018-8-9,CF1809,16300,16605,16270,16340,16430,25760,129564
2018-8-9,CF1811,16890,17105,16800,16890,16930,246,3340
2018-8-9,CF1901,17220,17555,17195,17280,17370,634042,581160
2018-8-9,CF1903,17705,17780,17665,17675,17720,14,134
2018-8-9,CF1905,18040,18355,17980,18060,18145,160962,247606
2018-8-9,CF1907,18390,18550,18195,18285,18335,40,1756
2018-8-10,CF1809,16335,16430,16295,16375,16365,13612,126052
2018-8-10,CF1811,16880,16925,16800,16855,16860,1308,4484
2018-8-10,CF1901,17310,17375,17220,17310,17305,381172,539760
2018-8-10,CF1903,17635,17695,17610,17610,17640,26,138
2018-8-10,CF1905,18105,18175,18025,18110,18105,91060,252140
2018-8-10,CF1907,18325,18370,18235,18310,18345,314,1506
2018-8-13,CF1809,16370,16490,16000,16080,16175,20546,120554
2018-8-13,CF1811,16965,16965,16450,16765,16700,394,4654
2018-8-13,CF1901,17320,17430,16915,17015,17125,477602,565356
2018-8-13,CF1903,17490,17490,17340,17350,17375,12,138
2018-8-13,CF1905,18110,18200,17670,17820,17900,142324,248652
2018-8-13,CF1907,18365,18365,17910,18090,18015,480,1342
2018-8-14,CF1809,16070,16115,15930,15985,16025,19118,112702
2018-8-14,CF1811,16545,16570,16410,16450,16465,90,4676
2018-8-14,CF1901,16995,17050,16850,16905,16950,362734,517944
2018-8-14,CF1903,17345,17345,17310,17310,17330,4,136
2018-8-14,CF1905,17800,17850,17620,17685,17730,102180,238860
2018-8-14,CF1907,18005,18005,17830,17880,17905,56,1346
2018-8-15,CF1809,15985,16120,15770,15795,15945,27918,98938
2018-8-15,CF1811,16545,16545,16255,16255,16390,228,4604
2018-8-15,CF1901,16910,17045,16660,16690,16870,424416,526844
2018-8-15,CF1903,17180,17180,17070,17070,17110,10,136
2018-8-15,CF1905,17680,17810,17455,17480,17650,112340,240032
2018-8-15,CF1907,17965,18010,17660,17660,17790,344,1174
2018-8-16,CF1809,15795,15850,15350,15720,15605,25208,89854
2018-8-16,CF1811,16055,16120,15915,16115,15995,70,4572
2018-8-16,CF1901,16700,16750,16220,16645,16515,555466,462398
2018-8-16,CF1903,17085,17085,16685,16950,16955,16,132
2018-8-16,CF1905,17465,17535,17010,17410,17300,172320,227930
2018-8-16,CF1907,17660,17730,17335,17560,17545,248,1142
2018-8-17,CF1809,15770,15835,15560,15605,15705,12660,84768
2018-8-17,CF1811,16200,16260,16145,16150,16195,30,4586
2018-8-17,CF1901,16660,16745,16460,16510,16610,287772,454248
2018-8-17,CF1903,17020,17020,16905,16930,16935,32,108
2018-8-17,CF1905,17415,17510,17255,17300,17390,83452,226800
2018-8-17,CF1907,17715,17715,17495,17495,17595,392,1504
2018-8-20,CF1809,15610,15950,15610,15930,15790,8878,83746
2018-8-20,CF1811,16250,16425,16220,16410,16250,40,4616
2018-8-20,CF1901,16510,16865,16495,16825,16675,312016,451106
2018-8-20,CF1903,17020,17200,17020,17200,17140,6,108
2018-8-20,CF1905,17310,17650,17285,17625,17475,89536,229654
2018-8-20,CF1907,17720,17860,17695,17860,17760,24,1500
2018-8-21,CF1809,15930,16055,15830,16040,15960,9268,82724
2018-8-21,CF1811,16505,16505,16345,16505,16470,96,4686
2018-8-21,CF1901,16815,16970,16720,16955,16875,375472,466540
2018-8-21,CF1903,17250,17255,17155,17255,17220,6,106
2018-8-21,CF1905,17605,17760,17500,17750,17655,115404,232430
2018-8-21,CF1907,17935,17955,17820,17945,17870,120,1410
2018-8-22,CF1809,16055,16225,15975,16020,16090,8868,79588
2018-8-22,CF1811,16515,16670,16515,16525,16585,88,4766
2018-8-22,CF1901,17000,17145,16885,16925,17010,380520,450504
2018-8-22,CF1903,17355,17430,17255,17330,17375,20,106
2018-8-22,CF1905,17805,17970,17700,17735,17820,115556,243446
2018-8-22,CF1907,18035,18135,17940,17940,18020,168,1340
2018-8-23,CF1809,15955,16055,15810,15820,15920,7040,77214
2018-8-23,CF1811,16490,16525,16275,16280,16355,124,4750
2018-8-23,CF1901,16915,16975,16710,16725,16835,305024,450608
2018-8-23,CF1903,0,0,0,0,17060,0,106
2018-8-23,CF1905,17725,17780,17485,17500,17630,98938,241186
2018-8-23,CF1907,17960,17960,17755,17865,17875,454,1314
2018-8-24,CF1809,15805,16000,15780,15970,15905,7034,74536
2018-8-24,CF1811,16285,16450,16285,16390,16375,16,4748
2018-8-24,CF1901,16720,16930,16685,16875,16820,244450,433948
2018-8-24,CF1903,17090,17205,17090,17205,17115,20,98
2018-8-24,CF1905,17475,17720,17465,17675,17605,70442,240826
2018-8-24,CF1907,17720,17885,17715,17860,17740,36,1286
2018-8-27,CF1809,16000,16260,15915,16175,16115,9964,74028
2018-8-27,CF1811,16550,16710,16400,16660,16625,404,4758
2018-8-27,CF1901,16905,17190,16820,17110,17030,597384,509738
2018-8-27,CF1903,17180,17420,17180,17410,17320,14,92
2018-8-27,CF1905,17710,17950,17595,17860,17795,158112,251310
2018-8-27,CF1907,17925,18130,17885,18065,17980,126,1256
2018-8-28,CF1809,16160,16245,16005,16075,16145,6356,71138
2018-8-28,CF1811,16700,16700,16545,16555,16605,26,4748
2018-8-28,CF1901,17100,17175,16910,16980,17055,356958,457550
2018-8-28,CF1903,17265,17330,17265,17285,17300,10,86
2018-8-28,CF1905,17860,17930,17675,17745,17810,79812,251314
2018-8-28,CF1907,18090,18105,17900,18005,18030,74,1280
2018-8-29,CF1809,16070,16185,15855,15875,16070,3690,69482
2018-8-29,CF1811,16575,16615,16320,16320,16535,56,4708
2018-8-29,CF1901,16995,17110,16750,16760,16975,380706,469028
2018-8-29,CF1903,17310,17310,17090,17090,17200,4,88
2018-8-29,CF1905,17740,17865,17545,17555,17740,103566,250544
2018-8-29,CF1907,17835,18010,17755,17755,17915,20,1294
2018-8-30,CF1809,15875,15920,15800,15885,15855,4042,67102
2018-8-30,CF1811,16350,16365,16280,16345,16325,236,4842
2018-8-30,CF1901,16735,16820,16690,16795,16760,249626,448368
2018-8-30,CF1903,17065,17110,17055,17075,17085,22,76
2018-8-30,CF1905,17540,17625,17495,17570,17555,68886,254526
2018-8-30,CF1907,17785,17805,17735,17735,17760,28,1300
2018-8-31,CF1809,15835,15920,15675,15795,15760,9504,60982
2018-8-31,CF1811,16285,16285,16195,16260,16260,16,4842
2018-8-31,CF1901,16815,16825,16570,16695,16660,266662,461330
2018-8-31,CF1903,16990,16990,16990,16990,16990,6,72
2018-8-31,CF1905,17570,17605,17370,17500,17460,74464,254236
2018-8-31,CF1907,17625,17695,17625,17695,17665,10,1308
2018-9-3,CF1809,15795,16000,15650,16000,15795,4896,57528
2018-9-3,CF1811,16320,16460,16320,16435,16400,10,4836
2018-9-3,CF1901,16700,16930,16545,16875,16720,304746,437982
2018-9-3,CF1903,16940,16965,16940,16965,16955,4,72
2018-9-3,CF1905,17500,17700,17345,17660,17505,78514,254572
2018-9-3,CF1907,17695,17840,17675,17840,17740,16,1304
2018-9-4,CF1809,15860,15925,15690,15690,15780,5226,53132
2018-9-4,CF1811,16330,16330,16190,16190,16225,44,4800
2018-9-4,CF1901,16830,16870,16585,16585,16720,239618,447554
2018-9-4,CF1903,0,0,0,0,16955,0,72
2018-9-4,CF1905,17650,17650,17375,17385,17505,58664,257090
2018-9-4,CF1907,17825,17825,17610,17610,17730,32,1306
2018-9-5,CF1809,15700,15850,15700,15765,15795,2004,51634
2018-9-5,CF1811,16300,16300,16300,16300,16300,2,4800
2018-9-5,CF1901,16575,16780,16570,16675,16680,200768,430286
2018-9-5,CF1903,17085,17085,17035,17035,17060,6,78
2018-9-5,CF1905,17360,17560,17360,17465,17470,51766,255360
2018-9-5,CF1907,17670,17735,17670,17700,17705,18,1320
2018-9-6,CF1809,15750,15820,15660,15710,15740,1592,50110
2018-9-6,CF1811,0,0,0,0,16185,0,4800
2018-9-6,CF1901,16675,16765,16555,16615,16655,273384,453630
2018-9-6,CF1903,0,0,0,0,16955,0,78
2018-9-6,CF1905,17455,17535,17330,17400,17435,70638,257428
2018-9-6,CF1907,0,0,0,0,17605,0,1320
2018-9-7,CF1809,15730,15765,15600,15635,15670,3520,45906
2018-9-7,CF1811,16055,16105,16055,16105,16090,6,4804
2018-9-7,CF1901,16615,16690,16480,16495,16585,270708,453880
2018-9-7,CF1903,16965,16965,16880,16880,16935,6,72
2018-9-7,CF1905,17400,17470,17270,17285,17370,65370,259346
2018-9-7,CF1907,17610,17615,17610,17615,17615,4,1316
2018-9-10,CF1809,15600,15760,15600,15700,15695,1906,42740
2018-9-10,CF1811,16135,16195,16125,16175,16160,42,4802
2018-9-10,CF1901,16500,16670,16485,16625,16590,206094,438984
2018-9-10,CF1903,16940,16940,16940,16940,16940,2,74
2018-9-10,CF1905,17280,17455,17270,17395,17380,69786,253422
2018-9-10,CF1907,17640,17640,17640,17640,17640,2,1318
2018-9-11,CF1809,15750,15770,15660,15700,15705,1458,39546
2018-9-11,CF1811,16200,16205,16125,16140,16155,46,4814
2018-9-11,CF1901,16660,16720,16550,16580,16610,155416,430112
2018-9-11,CF1903,16985,16985,16985,16985,16985,6,70
2018-9-11,CF1905,17435,17490,17325,17340,17385,52724,253354
2018-9-11,CF1907,0,0,0,0,17545,0,1318
2018-9-12,CF1809,15615,15735,15615,15700,15690,2996,37434
2018-9-12,CF1811,16105,16105,16105,16105,16105,6,4808
2018-9-12,CF1901,16580,16650,16505,16615,16575,146160,423710
2018-9-12,CF1903,16860,16925,16845,16920,16895,12,60
2018-9-12,CF1905,17340,17385,17260,17355,17315,43552,251298
2018-9-12,CF1907,17570,17570,17570,17570,17570,2,1320
2018-9-13,CF1809,15745,15750,15650,15695,15690,5604,32012
2018-9-13,CF1811,16145,16145,16145,16145,16145,2,4808
2018-9-13,CF1901,16650,16670,16545,16605,16595,115548,417480
2018-9-13,CF1903,16925,16945,16870,16870,16915,6,56
2018-9-13,CF1905,17375,17405,17280,17335,17335,33310,251470
2018-9-13,CF1907,0,0,0,0,17540,0,1320
2018-9-14,CF1809,15680,15750,15650,15710,15700,5486,0
2018-9-14,CF1811,16095,16095,16085,16085,16090,8,4800
2018-9-14,CF1901,16595,16660,16480,16500,16560,215110,447472
2018-9-14,CF1903,16905,16905,16905,16905,16905,2,54
2018-9-14,CF1905,17315,17370,17180,17200,17275,63720,252726
2018-9-14,CF1907,17505,17505,17450,17450,17470,16,1320
2018-9-17,CF1811,16155,16280,16105,16135,16195,408,4670
2018-9-17,CF1901,16500,16610,16450,16510,16550,162266,420512
2018-9-17,CF1903,16855,16855,16800,16800,16835,6,48
2018-9-17,CF1905,17185,17320,17160,17190,17255,50804,249026
2018-9-17,CF1907,0,0,0,0,17405,0,1320
2018-9-17,CF1909,17670,17795,17650,17665,17745,4838,3702
2018-9-18,CF1811,16110,16150,15990,16010,16065,30,4660
2018-9-18,CF1901,16510,16580,16335,16435,16455,207852,446212
2018-9-18,CF1903,0,0,0,0,16760,0,48
2018-9-18,CF1905,17190,17270,17030,17135,17150,63066,249744
2018-9-18,CF1907,17455,17455,17305,17380,17320,58,1374
2018-9-18,CF1909,17680,17730,17505,17600,17610,1174,4118
2018-9-19,CF1811,15925,15925,15445,15500,15735,114,4672
2018-9-19,CF1901,16355,16355,15830,15920,16060,529104,491472
2018-9-19,CF1903,16265,16345,16265,16315,16315,10,44
2018-9-19,CF1905,17035,17050,16525,16605,16760,184780,249958
2018-9-19,CF1907,17200,17200,16805,16815,17005,52,1368
2018-9-19,CF1909,17500,17500,16990,17050,17230,4136,4412
2018-9-20,CF1811,15580,15805,15580,15655,15600,30,4656
2018-9-20,CF1901,15965,16180,15945,16175,16065,235536,448790
2018-9-20,CF1903,16415,16415,16415,16415,16415,2,42
2018-9-20,CF1905,16650,16850,16635,16830,16745,64352,249078
2018-9-20,CF1907,16905,16995,16870,16995,16945,14,1372
2018-9-20,CF1909,17085,17265,17075,17235,17155,2000,4260
2018-9-21,CF1811,0,0,0,0,15705,0,4656
2018-9-21,CF1901,16170,16175,16060,16135,16110,141898,436188
2018-9-21,CF1903,16370,16450,16255,16450,16355,80,68
2018-9-21,CF1905,16825,16835,16720,16780,16765,38882,243640
2018-9-21,CF1907,17010,17010,16860,16905,16935,86,1372
2018-9-21,CF1909,17235,17250,17120,17160,17155,1988,5360
2018-9-25,CF1811,15655,15655,15545,15555,15560,204,4506
2018-9-25,CF1901,16085,16110,15965,16015,16030,116046,430822
2018-9-25,CF1903,16390,16390,16370,16375,16375,18,68
2018-9-25,CF1905,16705,16745,16605,16650,16665,49256,235532
2018-9-25,CF1907,16850,16895,16735,16745,16785,174,1386
2018-9-25,CF1909,17060,17120,16990,17000,17045,1554,5906
2018-9-26,CF1811,15640,15640,15550,15550,15560,38,4488
2018-9-26,CF1901,16015,16070,15935,16015,16020,124580,432334
2018-9-26,CF1903,16360,16360,16300,16300,16330,4,66
2018-9-26,CF1905,16660,16700,16585,16650,16655,41388,234208
2018-9-26,CF1907,16850,16850,16775,16780,16815,42,1398
2018-9-26,CF1909,17015,17080,16970,17020,17040,1458,6730
2018-9-27,CF1811,15520,15525,15270,15280,15345,202,4336
2018-9-27,CF1901,16020,16020,15645,15665,15770,327056,454324
2018-9-27,CF1903,16255,16255,15975,15975,16105,20,72
2018-9-27,CF1905,16630,16650,16220,16245,16385,118016,220556
2018-9-27,CF1907,16700,16700,16415,16460,16515,22,1406
2018-9-27,CF1909,17010,17015,16625,16635,16775,3188,7420
2018-9-28,CF1811,15250,15300,15170,15300,15225,14,4336
2018-9-28,CF1901,15670,15735,15550,15665,15645,188042,402934
2018-9-28,CF1903,15925,15990,15925,15990,15960,4,68
2018-9-28,CF1905,16245,16330,16100,16280,16210,74600,217496
2018-9-28,CF1907,16350,16450,16350,16415,16435,30,1382
2018-9-28,CF1909,16625,16725,16500,16650,16620,4432,8260
2018-10-8,CF1811,14950,15185,14950,15165,15080,126,4326
2018-10-8,CF1901,15460,15625,15360,15595,15535,166416,423980
2018-10-8,CF1903,15780,15920,15775,15920,15825,6,66
2018-10-8,CF1905,16100,16400,15975,16350,16225,116456,220710
2018-10-8,CF1907,16330,16590,16230,16590,16410,14,1390
2018-10-8,CF1909,16500,16890,16390,16830,16800,11788,14848
2018-10-9,CF1811,15250,15250,15150,15210,15190,74,4384
2018-10-9,CF1901,15600,15730,15540,15590,15645,241514,422468
2018-10-9,CF1903,16620,16620,15885,15890,16080,56,64
2018-10-9,CF1905,16365,16495,16330,16355,16420,114514,229426
2018-10-9,CF1907,16645,16655,16565,16575,16615,16,1396
2018-10-9,CF1909,16900,16990,16815,16850,16910,17478,21202
2018-10-10,CF1811,15210,15255,15100,15100,15195,78,4384
2018-10-10,CF1901,15590,15690,15455,15500,15565,200732,429360
2018-10-10,CF1903,15925,15950,15795,15795,15875,12,58
2018-10-10,CF1905,16350,16425,16200,16235,16310,78500,236900
2018-10-10,CF1907,16465,16465,16435,16435,16455,6,1394
2018-10-10,CF1909,16835,16910,16700,16735,16780,5138,22400
2018-10-11,CF1811,15050,15150,14900,14935,15040,200,4382
2018-10-11,CF1901,15500,15595,15260,15290,15430,268176,443810
2018-10-11,CF1903,15850,15920,15655,15655,15805,20,60
2018-10-11,CF1905,16220,16325,16020,16045,16170,97508,236980
2018-10-11,CF1907,16480,16480,16280,16280,16350,6,1400
2018-10-11,CF1909,16710,16800,16515,16540,16660,4506,23246
2018-10-12,CF1811,14950,15200,14925,15200,15010,106,4430
2018-10-12,CF1901,15320,15620,15305,15610,15435,199382,404402
2018-10-12,CF1903,15715,15885,15640,15885,15720,14,54
2018-10-12,CF1905,16065,16390,16035,16380,16185,90816,238882
2018-10-12,CF1907,16320,16495,16295,16495,16365,32,1394
2018-10-12,CF1909,16585,16865,16525,16865,16635,4414,23856
2018-10-15,CF1811,15250,15255,15150,15210,15225,234,4494
2018-10-15,CF1901,15615,15700,15545,15605,15620,209506,418804
2018-10-15,CF1903,16050,16050,15990,15990,16020,4,58
2018-10-15,CF1905,16400,16480,16310,16345,16390,114362,249900
2018-10-15,CF1907,16550,16600,16505,16600,16535,14,1384
2018-10-15,CF1909,16920,16965,16810,16840,16885,5966,23722
2018-10-16,CF1811,15195,15200,15050,15050,15180,250,4528
2018-10-16,CF1901,15600,15600,15390,15450,15500,162144,401766
2018-10-16,CF1903,15865,15915,15790,15895,15850,80,78
2018-10-16,CF1905,16335,16335,16140,16210,16255,68584,253672
2018-10-16,CF1907,16450,16455,16375,16375,16415,10,1386
2018-10-16,CF1909,16805,16820,16635,16695,16755,3700,24932
2018-10-17,CF1811,15100,15150,15095,15110,15105,68,4582
2018-10-17,CF1901,15450,15560,15430,15510,15495,147626,403506
2018-10-17,CF1903,15845,15875,15840,15840,15850,30,104
2018-10-17,CF1905,16210,16310,16185,16270,16255,65182,256170
2018-10-17,CF1907,16480,16485,16480,16485,16485,4,1390
2018-10-17,CF1909,16690,16800,16680,16765,16745,2098,25956
2018-10-18,CF1811,15150,15150,14890,14890,15005,174,4622
2018-10-18,CF1901,15505,15570,15285,15345,15420,202244,409416
2018-10-18,CF1903,15830,15830,15730,15730,15800,310,388
2018-10-18,CF1905,16270,16320,16025,16060,16155,97166,257534
2018-10-18,CF1907,16310,16310,16310,16310,16310,2,1390
2018-10-18,CF1909,16780,16815,16520,16555,16640,7062,27724
2018-10-19,CF1811,14915,14965,14800,14850,14870,40,4630
2018-10-19,CF1901,15345,15395,15175,15220,15275,217494,420972
2018-10-19,CF1903,15655,15675,15610,15675,15655,20,396
2018-10-19,CF1905,16045,16115,15925,15980,16020,93132,257396
2018-10-19,CF1907,16265,16295,16165,16225,16245,12,1396
2018-10-19,CF1909,16540,16605,16420,16480,16515,5224,29742
2018-10-22,CF1811,14835,14930,14835,14890,14880,58,4638
2018-10-22,CF1901,15225,15360,15205,15315,15280,131950,402872
2018-10-22,CF1903,15660,15755,15640,15745,15695,54,420
2018-10-22,CF1905,15990,16125,15970,16085,16050,52914,259060
2018-10-22,CF1907,16255,16255,16255,16255,16255,4,1400
2018-10-22,CF1909,16495,16620,16470,16580,16560,2128,30124
2018-10-23,CF1811,14935,15000,14935,14945,14980,388,4852
2018-10-23,CF1901,15370,15425,15315,15350,15380,147836,404020
2018-10-23,CF1903,15790,15850,15760,15780,15775,150,558
2018-10-23,CF1905,16130,16195,16100,16135,16150,70274,266840
2018-10-23,CF1907,16325,16355,16325,16355,16335,10,1402
2018-10-23,CF1909,16620,16695,16610,16645,16660,3212,30954
2018-10-24,CF1811,14900,14950,14900,14950,14915,10,4852
2018-10-24,CF1901,15310,15380,15260,15370,15300,118218,384204
2018-10-24,CF1903,15720,15750,15710,15750,15730,344,870
2018-10-24,CF1905,16070,16170,16045,16165,16085,57298,274094
2018-10-24,CF1907,16030,16355,16030,16355,16270,140,1348
2018-10-24,CF1909,16605,16685,16540,16685,16590,3320,30148
2018-10-25,CF1811,14900,14900,14650,14730,14695,880,4850
2018-10-25,CF1901,15390,15400,15025,15145,15190,201846,406168
2018-10-25,CF1903,15795,15795,15510,15555,15640,130,776
2018-10-25,CF1905,16185,16190,15805,15925,15965,105486,274936
2018-10-25,CF1907,16290,16290,16000,16115,16100,92,1294
2018-10-25,CF1909,16695,16700,16310,16440,16460,4606,30382
2018-10-26,CF1811,14665,14735,14630,14660,14670,88,4896
2018-10-26,CF1901,15130,15165,15015,15060,15100,113926,388244
2018-10-26,CF1903,15540,15545,15455,15455,15515,14,766
2018-10-26,CF1905,15920,15935,15800,15840,15875,54498,278268
2018-10-26,CF1907,16105,16105,16040,16055,16070,14,1292
2018-10-26,CF1909,16430,16440,16320,16355,16380,1644,30928
2018-10-29,CF1811,14650,14675,14330,14330,14445,532,4770
2018-10-29,CF1901,15060,15105,14735,14780,14935,218552,391718
2018-10-29,CF1903,15435,15450,15175,15175,15310,12,764
2018-10-29,CF1905,15835,15895,15540,15570,15735,99018,281370
2018-10-29,CF1907,16025,16025,15965,15965,16005,6,1286
2018-10-29,CF1909,16360,16405,16060,16080,16245,4392,31930
2018-10-30,CF1811,14385,14475,14380,14465,14440,532,4432
2018-10-30,CF1901,14795,14940,14790,14885,14860,132032,357582
2018-10-30,CF1903,15245,15280,15220,15275,15250,68,770
2018-10-30,CF1905,15590,15725,15585,15685,15660,60548,281706
2018-10-30,CF1907,15865,15895,15850,15895,15860,38,1290
2018-10-30,CF1909,16100,16235,16100,16205,16170,3108,32324
2018-10-31,CF1811,14340,14490,14340,14460,14435,360,4110
2018-10-31,CF1901,14910,14920,14820,14885,14875,98864,349932
2018-10-31,CF1903,15225,15265,15195,15210,15230,34,792
2018-10-31,CF1905,15695,15730,15625,15660,15665,41190,284464
2018-10-31,CF1907,15850,15870,15850,15870,15860,4,1290
2018-10-31,CF1909,16215,16250,16140,16165,16170,2070,32334
2018-11-1,CF1811,14430,14440,14380,14425,14425,676,4078
2018-11-1,CF1901,14880,14930,14785,14840,14850,142076,363986
2018-11-1,CF1903,15200,15200,15155,15185,15175,16,782
2018-11-1,CF1905,15640,15690,15560,15585,15615,53822,286380
2018-11-1,CF1907,15815,15815,15765,15765,15795,14,1292
2018-11-1,CF1909,16140,16200,16070,16105,16120,2438,32524
2018-11-2,CF1811,14595,14770,14565,14675,14675,684,3902
2018-11-2,CF1901,14840,15215,14835,15115,15070,290560,357624
2018-11-2,CF1903,15220,15535,15220,15485,15455,174,680
2018-11-2,CF1905,15570,15970,15565,15860,15810,162116,291330
2018-11-2,CF1907,16135,16135,15995,16040,16045,10,1294
2018-11-2,CF1909,16080,16480,16080,16360,16320,8270,34164
2018-11-5,CF1811,14660,14725,14650,14725,14685,114,3820
2018-11-5,CF1901,15115,15155,15020,15085,15085,116934,346440
2018-11-5,CF1903,15420,15500,15420,15485,15460,168,580
2018-11-5,CF1905,15850,15885,15770,15815,15820,49064,294810
2018-11-5,CF1907,0,0,0,0,16010,0,1294
2018-11-5,CF1909,16330,16395,16280,16335,16315,3600,33362
2018-11-6,CF1811,14555,14555,14505,14540,14540,108,3740
2018-11-6,CF1901,15065,15170,14880,14970,15005,208696,362120
2018-11-6,CF1903,15425,15425,15290,15325,15325,14,580
2018-11-6,CF1905,15785,15900,15660,15720,15775,95560,297868
2018-11-6,CF1907,16040,16040,15915,15915,15925,22,1294
2018-11-6,CF1909,16300,16415,16180,16245,16290,5180,35874
2018-11-7,CF1811,14540,14540,14455,14455,14455,284,3468
2018-11-7,CF1901,14970,14985,14820,14865,14900,130656,347862
2018-11-7,CF1903,15295,15295,15215,15235,15255,10,578
2018-11-7,CF1905,15745,15750,15590,15635,15660,72542,300676
2018-11-7,CF1907,15725,15950,15725,15850,15870,18,1294
2018-11-7,CF1909,16245,16300,16110,16135,16185,4052,36690
2018-11-8,CF1811,14575,14600,13785,14495,14460,88,3468
2018-11-8,CF1901,14920,15045,14885,14965,14970,146972,347428
2018-11-8,CF1903,15285,15320,15285,15320,15295,10,578
2018-11-8,CF1905,15700,15795,15655,15740,15730,87290,302536
2018-11-8,CF1907,15955,15990,15875,15915,15965,22,1300
2018-11-8,CF1909,16250,16305,16175,16245,16235,8612,38338
2018-11-9,CF1811,14535,14660,14535,14635,14620,592,3004
2018-11-9,CF1901,14980,15085,14915,15050,15015,125468,329614
2018-11-9,CF1903,15365,15460,15365,15445,15405,126,630
2018-11-9,CF1905,15745,15840,15670,15785,15770,78422,301110
2018-11-9,CF1907,15985,15995,15980,15995,15995,56,1250
2018-11-9,CF1909,16225,16350,16190,16305,16285,9444,39424
2018-11-12,CF1811,15340,15340,14430,14490,14520,38,2908
2018-11-12,CF1901,15050,15055,14670,14850,14845,192028,345122
2018-11-12,CF1903,15420,15420,15150,15205,15255,50,602
2018-11-12,CF1905,15780,15780,15420,15590,15590,127014,292568
2018-11-12,CF1907,15985,15985,15985,15985,15985,20,1250
2018-11-12,CF1909,16290,16295,15930,16100,16105,9988,38372
2018-11-13,CF1811,14400,14460,14250,14455,14350,436,2720
2018-11-13,CF1901,14850,14875,14715,14800,14780,95846,330504
2018-11-13,CF1903,15230,15230,15100,15160,15160,124,490
2018-11-13,CF1905,15585,15605,15450,15515,15505,64500,295800
2018-11-13,CF1907,15715,15715,15710,15710,15715,4,1252
2018-11-13,CF1909,16090,16110,15960,16040,16000,4738,38324
2018-11-14,CF1811,14480,14480,14410,14410,14445,32,0
2018-11-14,CF1901,14800,14910,14735,14855,14830,124248,308512
2018-11-14,CF1903,15210,15210,15110,15195,15195,38,456
2018-11-14,CF1905,15520,15570,15430,15510,15500,78754,286166
2018-11-14,CF1907,15740,15740,15670,15740,15700,10,1250
2018-11-14,CF1909,16010,16075,15945,16005,15990,10776,41392
2018-11-15,CF1901,14860,14985,14860,14940,14935,105180,296854
2018-11-15,CF1903,15220,15255,15220,15255,15230,8,454
2018-11-15,CF1905,15520,15640,15520,15590,15590,65952,278892
2018-11-15,CF1907,15755,15825,15725,15825,15750,18,1252
2018-11-15,CF1909,16050,16130,16030,16100,16085,4030,41212
2018-11-15,CF1911,0,0,0,0,15990,0,0
2018-11-16,CF1901,14945,15080,14910,14965,14990,132282,290788
2018-11-16,CF1903,15300,15350,15280,15305,15330,86,452
2018-11-16,CF1905,15595,15735,15575,15655,15645,77616,275260
2018-11-16,CF1907,15890,15890,15855,15855,15880,6,1254
2018-11-16,CF1909,16090,16230,16070,16140,16140,5000,40452
2018-11-16,CF1911,0,0,0,0,15990,0,0
2018-11-19,CF1901,14975,15025,14815,14870,14925,105254,284460
2018-11-19,CF1903,0,0,0,0,15235,0,452
2018-11-19,CF1905,15660,15690,15515,15560,15610,68048,276622
2018-11-19,CF1907,15745,15745,15745,15745,15745,4,1250
2018-11-19,CF1909,16150,16170,16000,16035,16065,4890,40920
2018-11-19,CF1911,0,0,0,0,15990,0,0
2018-11-20,CF1901,14870,14890,14770,14785,14825,73738,278580
2018-11-20,CF1903,0,0,0,0,15155,0,452
2018-11-20,CF1905,15560,15580,15455,15465,15505,54570,280324
2018-11-20,CF1907,15670,15670,15655,15655,15660,24,1226
2018-11-20,CF1909,16035,16045,15920,15940,15960,7244,42148
2018-11-20,CF1911,0,0,0,0,15990,0,0
2018-11-21,CF1901,14785,14870,14335,14760,14620,198680,286310
2018-11-21,CF1903,15355,15355,14685,14685,14955,20,446
2018-11-21,CF1905,15470,15520,14975,15390,15255,188844,290542
2018-11-21,CF1907,15390,15510,15335,15510,15390,28,1244
2018-11-21,CF1909,15945,16020,15470,15855,15730,14770,43582
2018-11-21,CF1911,0,0,0,0,15990,0,0
2018-11-22,CF1901,14780,14785,14600,14620,14665,84862,260762
2018-11-22,CF1903,0,0,0,0,14955,0,446
2018-11-22,CF1905,15400,15405,15220,15235,15295,81322,294294
2018-11-22,CF1907,15490,15495,15470,15470,15475,18,1230
2018-11-22,CF1909,15850,15865,15680,15710,15750,6848,45074
2018-11-22,CF1911,0,0,0,0,15990,0,0
2018-11-23,CF1901,14625,14680,14525,14600,14605,100980,247050
2018-11-23,CF1903,14990,14990,14820,14820,14905,34,428
2018-11-23,CF1905,15235,15305,15135,15180,15215,91704,294718
2018-11-23,CF1907,15440,15440,15410,15410,15435,12,1220
2018-11-23,CF1909,15750,15790,15625,15685,15710,8780,45206
2018-11-23,CF1911,0,0,0,0,15990,0,0
2018-11-26,CF1901,14600,14640,14350,14440,14485,110574,233766
2018-11-26,CF1903,14820,14820,14640,14685,14655,30,416
